S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod,Perpetrator
594,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
595,Hacking into the Information System and Capturing Data,Male,27 and Under,Middle,Technical,Single,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
596,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Single,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
597,Hacking into the Information System and Capturing Data,Male,51 and Above,Low,Retired,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
598,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
599,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
600,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
601,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
602,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
603,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
604,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Married,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
605,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
606,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
607,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
608,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
609,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices,UnKnown
610,Hacking into the Information System and Capturing Data,Female,27 and Under,Middle,Student,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,Known
611,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Student,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
612,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Middle,Education,Single,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
613,Hacking into the Information System and Capturing Data,Male,Between 38 and 50,Middle,Education,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
614,Hacking into the Information System and Capturing Data,Male,27 and Under,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices,Known
615,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Housewife,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Card Copying / Generating Devices,UnKnown
616,Hacking into the Information System and Capturing Data,Male,Between 28 and 37,Low,Technical,Single,High School,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,Known
617,Hacking into the Information System and Capturing Data,Female,27 and Under,Low,Technical,Single,High School,Withdrawals Without Knowledge,Selling Counterfeit Products,Phishing Attack,UnKnown
618,Hacking into the Information System and Capturing Data,Male,51 and Above,Low,Retired,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
619,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
620,Through Informatics Theft,Female,Between 38 and 50,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
621,Through Informatics Theft,Female,Between 38 and 50,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
622,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
623,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
624,Through Informatics Theft,Female,27 and Under,Low,Housewife,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
625,Through Informatics Theft,Female,Between 38 and 50,Low,Housewife,Married,Primary Education,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
626,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
627,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
628,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
629,Through Informatics Theft,Male,Between 28 and 37,High,Technical,Single,Graduate,Threating / Blackmailing,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
630,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
631,Through Informatics Theft,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Under Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
632,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Do Moral Harm,Copying Bank / ATM Cards,Receiving Public Data on Social Media,UnKnown
633,Through Informatics Theft,Female,51 and Above,Low,Retired,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
634,Through Informatics Theft,Male,51 and Above,Low,Retired,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
635,Through Informatics Theft,Male,Between 38 and 50,Low,Technical,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
636,Through Informatics Theft,Male,Between 38 and 50,High,IT Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
637,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
638,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
639,Through Informatics Theft,Male,27 and Under,Middle,Others,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
640,Through Informatics Theft,Female,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
641,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
642,Through Informatics Theft,Male,Between 28 and 37,Middle,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
643,Through Informatics Theft,Male,51 and Above,Middle,Retired,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
644,Through Informatics Theft,Male,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
645,Through Informatics Theft,Female,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
646,Through Informatics Theft,Female,51 and Above,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
647,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
648,Through Informatics Theft,Male,27 and Under,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
649,Through Informatics Theft,Female,Between 28 and 37,Middle,Finance Sector,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
650,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
651,Through Informatics Theft,Female,Between 38 and 50,Middle,Health Sector Manager,Single,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
652,Through Informatics Theft,Female,27 and Under,Low,Student,Single,High School,Do Moral Harm,Obtaining and Using Data in Digital Environment,Social Engineering,Known
653,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
654,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
655,Through Informatics Theft,Male,Between 38 and 50,Middle,Technical,Married,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
656,Through Informatics Theft,Female,Between 28 and 37,High,Health Sector Manager,Single,Graduate,Do Moral Harm,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,UnKnown
657,Through Informatics Theft,Male,Between 38 and 50,High,Justice and Security,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
658,Through Informatics Theft,Male,Between 28 and 37,Low,Technical,Married,Graduate,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,Known
659,Through Informatics Theft,Male,27 and Under,Low,Student,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
660,Through Informatics Theft,Male,27 and Under,Low,Student,Married,Primary Education,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Creating a Fake Shopping Site,Known
661,Through Informatics Theft,Male,Between 28 and 37,Middle,Technical,Single,High School,Withdrawals Without Knowledge,Obtaining and Using Data in Digital Environment,Social Engineering,UnKnown
